## cite_days=180
# gene	cites	cite_delta	cite_rank	cite_rank_delta	views	view_delta	view_rank	view_rank_delta
IFNA1	4	-2	8860	-3018	7	-3	2227	1127
IGFBP4	4	-3	8860	-4858	0	0	9104	1530
IGFBP7	4	-8	8860	-7776	9	8	1817	-3170
ITGB3	4	-6	8860	-7157	14	8	1245	-329
KCNN4	4	-2	8860	-3018	5	-8	2940	2056
LY9	4	4	8860	9014	4	4	3405	-4498
M6PR	4	-3	8860	-4858	1	-1	6665	3101
MUC7	4	-2	8860	-3018	1	0	6802	1613
MYBPC1	4	4	8860	9014	0	0	9343	1375
NPC1	4	-5	8860	-6645	21	17	887	-1422
NTRK1	4	-10	8860	-8128	66	52	282	-535
OPRK1	4	4	8860	9014	122	9	141	35
PDE4D	4	-3	8860	-4858	9	5	1869	-496
PIK3R2	4	-8	8860	-7776	0	0	9471	1308
PTH1R	4	-4	8860	-5942	13	0	1370	490
RBP3	4	4	8860	9014	3	-1	4073	1806
SLC12A1	4	-3	8860	-4858	0	0
SLCO1A2	4	-2	8860	-3018	4	4	3581	-5489
SP4	4	4	8860	9014	2	-1	6242	3012
TAPBP	4	-3	8860	-4858	16	3	1137	259
TERC	4	-4	8860	-5942	16	-1	1129	442
TYRO3	4	-4	8860	-5942	1	0	7042	1564
UCP1	4	-6	8860	-7157	68	6	265	65
USP1	4	-6	8860	-7157	6	5	2608	-3014
ZP3	4	-1	8860	16	13	-1	1371	538
PPM1D	4	-8	8860	-7776	2	1	5541	-262
PEX3	4	-2	8860	-3018	0	0	10643	698
TNFSF13	4	-5	8860	-6645	13	8	1400	-616
RAB29	4	-2	8860	-3018	0	-1	10746	4696
CD83	4	4	8860	9014	14	12	1238	-2016
SLC22A6	4	-3	8860	-4858	17	5	1099	158
SLC22A8	4	-2	8860	-3018	3	3	4366	-4878
CHST2	4	4	8860	9014	0	-1	9541	4180
HOMER1	4	-4	8860	-5942	8	3	2032	90
MLEC	4	-1	8860	16	0	0
NR1D2	4	0	8860	8555	8	5	1953	-634
BTN2A1	4	-2	8860	-3018	0	0
PTP4A3	4	-3	8860	-4858	0	0	10128	938
IRAK3	4	-6	8860	-7157	3	2	4499	-1590
SZT2	4	0	8860	8555	1	0	7196	1591
PADI4	4	-2	8860	-3018	8	7	2086	-3768
SH2B1	4	-1	8860	16	0	-2	10912	6698
BSCL2	4	4	8860	9014	0	-2	11166	6909
CIDEB	4	-1	8860	16	3	2	4120	-1050
SLC25A24	4	-7	8860	-7510	0	-1	12892	6066
F11R	4	4	8860	9014	2	2	6230	-6553
PCYOX1	4	-7	8860	-7510	6	6	2692	-8940
FXYD5	4	-1	8860	16	2	-2	5956	3491
DPPA4	4	-4	8860	-5942	0	0
NBPF1	4	4	8860	9014	3	3	4459	-5448
HHAT	4	4	8860	9014	0	-1	10844	4731
IL26	4	4	8860	9014	10	6	1685	-571
APOM	4	-1	8860	16	3	0	4660	1475
SEPTIN3	4	-1	8860	16	1	1	8338	-3385
EIF4ENIF1	4	-5	8860	-6645	1	1	8016	-2816
INPP5E	4	-2	8860	-3018	2	1	4802	191
SMURF1	4	-8	8860	-7776	5	-2	2711	1323
GJC2	4	-2	8860	-3018	0	-1	10634	4637
USP29	4	-2	8860	-3018	0	0
USP37	4	-4	8860	-5942	4	4	3737	-7299
MUC3B	4	4	8860	9014	0	0
CARD9	4	-2	8860	-3018	12	9	1499	-1644
RASAL3	4	4	8860	9014	0	0	10323	851
BBLN	4	-1	8860	16	0	0	10536	745
ZNF671	4	4	8860	9014	0	0
SCUBE1	4	4	8860	9014	3	3	4584	-6462
CDT1	4	-3	8860	-4858	25	13	753	-199
ABHD11	4	4	8860	9014	0	-1	11361	5025
ADGRV1	4	-3	8860	-4858	4	4	3765	-7676
FAM161A	4	-3	8860	-4858	0	0
USP30	4	0	8860	8555	0	0
FBXL20	4	-2	8860	-3018	0	0
RIMBP3	4	4	8860	9014	0	0
TMEM67	4	-3	8860	-4858	2	1	6059	-443
MTSS2	4	-1	8860	16	0	0
MYOCD	4	-2	8860	-3018	4	2	3785	-624
MYL12B	4	-4	8860	-5942	0	0	11699	256
DIPK1C	4	4	8860	9014	0	0	8755	1759
SLC9B2	4	-2	8860	-3018	0	0	11725	240
DUSP19	4	4	8860	9014	0	0	12341	67
RNF151	4	4	8860	9014	0	0
HIPK4	4	4	8860	9014	0	0
CXorf38	4	4	8860	9014	0	0	12556	33
ZNF383	4	0	8860	8555	0	0	12193	87
LIX1	4	4	8860	9014	0	0
RNF133	4	4	8860	9014	0	0
BHLHA15	4	4	8860	9014	0	0	12378	59
SNRPFP1	4	4	8860	9014	0	0
FBXO45	4	-4	8860	-5942	0	0
LINC00324	4	-2	8860	-3018	0	0
TRIM59	4	-3	8860	-4858	0	0
TMEM95	4	4	8860	9014	0	0
DUBR	4	4	8860	9014	0	0
IRGM	4	-1	8860	16	3	-2	4694	2607
RTN4RL2	4	-1	8860	16	0	0
POLN	4	-2	8860	-3018	1	-2	8589	5371
LINC02595	4	4	8860	9014	0	0
MIR103A1	4	-3	8860	-4858	0	0
MIR194-1	4	-2	8860	-3018	0	0	12500	37
MIR9-2	4	4	8860	9014	0	0
TMEM198B	4	4	8860	9014	0	0
MIR302C	4	4	8860	9014	0	0
MIR520E	4	4	8860	9014	0	0
MIR520B	4	-2	8860	-3018	0	0
MIR508	4	1	8860	9005	0	0
MIR584	4	-3	8860	-4858	0	0
NUTM2A-AS1	4	-2	8860	-3018	0	0
MIR758	4	-5	8860	-6645	0	0
MIR454	4	-2	8860	-3018	0	0
MIR548L	4	4	8860	9014	0	0
PROX1-AS1	4	4	8860	9014	0	0
HIF1A-AS1	4	-3	8860	-4858	0	0
CERS6-AS1	4	-3	8860	-4858	0	0
AQP5-AS1	4	4	8860	9014	0	0
LINC03054	4	4	8860	9014	0	0
MIR6825	4	4	8860	9014	0	0
LINC01574	4	4	8860	9014	0	0
LINC02918	4	4	8860	9014	0	0
DDIT4-AS1	4	4	8860	9014	0	0
RAB35-AS1	4	4	8860	9014	0	0
CAMTA1-AS3	4	4	8860	9014	0	0
SLC39A13-AS1	4	4	8860	9014	0	0
LINC03057	4	4	8860	9014	0	0
FRMD4A-AS1	4	4	8860	9014	0	0
TM4SF18-AS1	4	4	8860	9014	0	0
STX2	3	-2	9009	-133	3	3	4004	-3462
MAGEA3	3	3	9009	8865	4	4	3172	-3751
TDGF1P3	3	3	9009	8865	0	0
TMOD1	3	-2	9009	-133	0	0	9219	1452
CEP83	3	3	9009	8865	0	0
PPP1R14D	3	3	9009	8865	0	0
USP46	3	-4	9009	-5007	0	0
STAC3	3	3	9009	8865	0	-1	12629	5873
IFNL2	3	-5	9009	-6091	0	0
LINC01193	3	3	9009	8865	0	0
MIR432	3	-3	9009	-3167	0	0
AADAC	0	-6	9010	-3168	0	-2	8869	5483
ABCA3	0	-8	9010	-6092	1	1	6574	-883
ABCB7	0	-7	9010	-5008	1	1	6423	-748
ABL2	0	-6	9010	-3168	5	5	2776	-4391
ABO	0	-9	9010	-6795	43	11	441	57
ASIC2	0	-7	9010	-5008	3	3	3924	-3258
ASIC1	0	-6	9010	-3168	2	2	4873	-2316
ACP5	0	-6	9010	-3168	22	3	850	235
ACRV1	0	-6	9010	-3168	2	1	4872	139
ACVR2B	0	-5	9010	-134	14	7	1259	-166
ACVRL1	0	-8	9010	-6092	9	7	1848	-1880
ADAM8	0	-8	9010	-6092	3	2	3919	-798
ADCY1	0	-7	9010	-5008	4	1	3230	611
ADCYAP1	0	-7	9010	-5008	31	18	609	-267
ADD2	0	-8	9010	-6092	4	3	3217	-1467
ADH1C	0	-6	9010	-3168	3	3	3903	-3229
ADM	0	-9	9010	-6795	26	8	696	71
ADORA2B	0	-6	9010	-3168	17	10	1072	-394
ADRA1B	0	-7	9010	-5008	11	-9	1531	945
ADRA2A	0	-8	9010	-6092	65	12	291	53
ADRA2C	0	-6	9010	-3168	12	-1	1434	571
GRK3	0	-6	9010	-3168	3	2	3935	-833
AEBP1	0	-5	9010	-134	2	-1	4896	2250
TLE5	0	-6	9010	-3168	0	0
AFD1	0	-6	9010	-3168	0	0
AFM	0	-6	9010	-3168	3	1	4050	460
AGA	0	-6	9010	-3168	7	7	2393	-10519
ACAN	0	-7	9010	-5008	36	-7	534	245
AGXT	0	-6	9010	-3168	5	0	2787	937
AK4P1	0	-5	9010	-134	0	0
ALAS1	0	-6	9010	-3168	7	2	2189	338
ALAS2	0	-7	9010	-5008	6	-1	2464	1028
ALDH3B1	0	-6	9010	-3168	0	-1	8902	4135
ALDOB	0	-7	9010	-5008	23	4	796	191
ALOX5	0	-8	9010	-6092	0	0
ALOX12B	0	-6	9010	-3168	3	3	3939	-3300
ALOX15	0	-5	9010	-134	9	-8	1808	1124
ALPL	0	-10	9010	-7307	10	1	1668	499
ALPP	0	-5	9010	-134	28	1	660	202
ALX3	0	-5	9010	-134	1	0	6459	1683
AMHR2	0	-6	9010	-3168	2	2	4805	-2187
AMPD3	0	-5	9010	-134	4	4	3245	-3986
AMPH	0	-5	9010	-134	12	3	1448	264
ANG	0	-9	9010	-6795	14	6	1258	-18
ANXA2P2	0	-7	9010	-5008	0	0
APOC1P1	0	-6	9010	-3168	0	0
APOC2	0	-6	9010	-3168	26	10	715	-32
KLK3	0	-8	9010	-6092	247	47	46	7
AQP7	0	-6	9010	-3168	0	0	8887	1677
AQP9	0	-8	9010	-6092	0	0	8889	1678
ARAF	0	-10	9010	-7307	6	3	2490	-209
RHOG	0	-7	9010	-5008	3	3	3931	-3281
ARHGDIG	0	-5	9010	-134	1	0	6445	1698
RHOH	0	-6	9010	-3168	1	-2	6456	3812
ARSA	0	-4	9010	8405	10	7	1635	-891
ART1	0	-7	9010	-5008	0	0
ARVCF	0	-5	9010	-134	0	0	8892	1677
ASCL1	0	-13	9010	-8114	15	-5	1185	596
ATOH1	0	-7	9010	-5008	9	3	1796	181
ATP1A2	0	-7	9010	-5008	2	-1	4846	2244
ATP1A4	0	-5	9010	-134	0	0	8923	1651
ATP2A1	0	-5	9010	-134	3	-3	3943	2319
ATP2B2	0	-6	9010	-3168	2	1	4917	128
ATP2B4	0	-9	9010	-6795	1	-2	6464	3812
ATP5MC1	0	-6	9010	-3168	2	2	4922	-2359
ATP6V1B1	0	-7	9010	-5008	1	0	6473	1679
ATP6V0C	0	-5	9010	-134	2	-1	4911	2258
ATP6V0A1	0	-6	9010	-3168	1	1	8646	-4236
ATP6AP1	0	-9	9010	-6795	1	1	6476	-795
ATR	0	-7	9010	-5008	46	29	413	-251
AVPR1A	0	-4	9010	8405	39	11	498	51
ADGRB1	0	-5	9010	-134	10	8	1684	-1905
NKX3-2	0	-6	9010	-3168	0	-3	8828	6227
BBS1	0	-4	9010	8405	3	2	3972	-845
BBS4	0	-6	9010	-3168	1	1	6498	-819
BCAT2	0	-6	9010	-3168	0	0
BCL3	0	-5	9010	-134	30	22	623	-666
BCL9	0	-8	9010	-6092	4	4	3269	-4037
HCN2	0	-5	9010	-134	3	3	3964	-3349
BCS1L	0	-7	9010	-5008	13	12	1350	-3468
BCYRN1	0	-9	9010	-6795	0	-1	8945	4130
BFSP1	0	-6	9010	-3168	1	1	6499	-820
BICD1	0	-5	9010	-134	3	0	3966	1296
BLK	0	-5	9010	-134	2	1	4932	120
BMP5	0	-6	9010	-3168	2	1	4909	125
BMP7	0	-10	9010	-7307	11	5	1538	-79
BMPR1B	0	-5	9010	-134	1	-8	6738	5541
BNIP1	0	-7	9010	-5008	0	0
BPGM	0	-5	9010	-134	0	0
BPI	0	-6	9010	-3168	9	2	1765	374
ZFP36L2	0	-5	9010	-134	0	0
BRS3	0	-7	9010	-5008	4	1	3388	616
BTK	0	-8	9010	-6092	111	36	155	-5
BTN1A1	0	-5	9010	-134	3	2	4045	-985
BUB1	0	-11	9010	-7660	7	3	2195	-7
C4BPA	0	-5	9010	-134	0	0
CAPN5	0	-7	9010	-5008	0	-1	8943	4129
ZNHIT2	0	-6	9010	-3168	0	0
TMEM258	0	-6	9010	-3168	0	0
GAS8-AS1	0	-5	9010	-134	0	0
CFAP410	0	-5	9010	-134	0	0
CA1	0	-7	9010	-5008	5	-1	2857	1198
CA4	0	-5	9010	-134	9	3	1787	190
CA11	0	-5	9010	-134	2	-1	4815	2236
CA12	0	-7	9010	-5008	4	2	3205	-125
CACNA1A	0	-7	9010	-5008	9	6	1784	-789
CACNA1S	0	-10	9010	-7307	6	-2	2397	1148
CACNB1	0	-5	9010	-134	0	-1	8779	4150
CACNB4	0	-5	9010	-134	0	0	8792	1746
CALB2	0	-7	9010	-5008	36	20	541	-193
CALM2	0	-8	9010	-6092	2	-2	4817	2672
CAMK2A	0	-6	9010	-3168	6	3	2437	-149
CAMK2B	0	-5	9010	-134	2	-3	4821	2992
CASP5	0	-5	9010	-134	0	0	8759	1757
CASP9	0	-6	9010	-3168	39	23	503	-234
CASQ2	0	-8	9010	-6092	0	0
CAV3	0	-6	9010	-3168	3	1	3934	527
CBFA2T3	0	-4	9010	8405	1	0	6350	1718
SERPINA6	0	-6	9010	-3168	19	-13	938	556
CBR3	0	-6	9010	-3168	2	2	4824	-2234
KYAT1	0	-6	9010	-3168	1	0	6367	1714
CCKBR	0	-6	9010	-3168	25	-2	735	276
KRIT1	0	-5	9010	-134	5	3	2789	-631
CCNC	0	-8	9010	-6092	4	2	3208	-129
CCNE1	0	-9	9010	-6795	7	2	2174	336
CD3D	0	-6	9010	-3168	6	3	2439	-151
CD3E	0	-8	9010	-6092	8	5	1956	-635
CD247	0	-10	9010	-7307	29	18	640	-335
CD5L	0	-8	9010	-6092	1	-1	6369	3029
CD6	0	-5	9010	-134	15	9	1162	-407
CD7	0	-4	9010	8405	19	4	945	176
MS4A1	0	-6	9010	-3168	200	64	73	-7
CD22	0	-5	9010	-134	47	38	407	-748
TNFRSF8	0	-7	9010	-5008	51	30	379	-185
SCARB1	0	-6	9010	-3168	33	20	567	-287
CD37	0	-4	9010	8405	3	1	3837	572
ENTPD6	0	-5	9010	-134	3	3	3926	-3265
CDC25A	0	-6	9010	-3168	3	-5	3921	2643
CDC25B	0	-5	9010	-134	2	2	4864	-2312
CDC25C	0	-6	9010	-3168	1	-1	6428	3045
CDC34	0	-10	9010	-7307	2	1	4861	145
CDH5	0	-5	9010	-134	30	9	622	56
CDH9	0	-6	9010	-3168	0	-1	8868	4139
CDH13	0	-5	9010	-134	17	7	1077	-34
CDH16	0	-6	9010	-3168	4	4	3235	-3950
CDH17	0	-7	9010	-5008	5	5	2778	-4406
CDKN2C	0	-5	9010	-134	1	-2	6431	3807
CDR2	0	-5	9010	-134	0	-1	8859	4144
CDS1	0	-5	9010	-134	0	-1	8864	4141
CEL	0	-6	9010	-3168	5	2	2709	191
CENPE	0	-5	9010	-134	6	4	2453	-928
CETN3	0	-6	9010	-3168	0	0	8860	1690
RCBTB2	0	-5	9010	-134	3	3	3888	-3207
CHGA	0	-6	9010	-3168	68	28	266	-42
CHKA	0	-7	9010	-5008	5	4	2762	-1916
CHN2	0	-5	9010	-134	0	0	8840	1711
CHRM5	0	-5	9010	-134	8	-8	1957	1237
CHRNA4	0	-7	9010	-5008	7	5	2167	-1192
CKM	0	-6	9010	-3168	14	11	1257	-1339
CKMT2	0	-6	9010	-3168	0	0	8817	1735
CLC	0	-7	9010	-5008	3	2	3885	-784
CLCN5	0	-6	9010	-3168	6	5	2423	-2176
CLCN7	0	-7	9010	-5008	2	0	4841	1481
CMA1	0	-5	9010	-134	2	-2	4840	2677
CCR3	0	-8	9010	-6092	24	19	759	-1041
CCR4	0	-6	9010	-3168	20	1	908	301
ACKR2	0	-6	9010	-3168	1	1	6370	-689
LTB4R	0	-7	9010	-5008	1	-6	6347	4931
CNGA3	0	-7	9010	-5008	0	0	8819	1735
CNTF	0	-7	9010	-5008	25	16	740	-442
COL1AR	0	-6	9010	-3168	0	0
COL2A1	0	-10	9010	-7307	6	-3	2395	1256
COL4A1	0	-6	9010	-3168	6	-3	2410	1264
COL4A2	0	-4	9010	8405	2	1	4795	194
COL4A5	0	-8	9010	-6092	0	-3	8723	6172
COL9A3	0	-5	9010	-134	2	2	4762	-2116
COL15A1	0	-6	9010	-3168	2	2	4803	-2187
COX6A1	0	-6	9010	-3168	1	1	6407	-738
CPE	0	-7	9010	-5008	3	-3	4082	2412
CPM	0	-5	9010	-134	0	-1	8979	4120
CPT1B	0	-6	9010	-3168	0	0
CRABP1	0	-6	9010	-3168	3	3	3914	-3242
ATF6B	0	-5	9010	-134	1	0	6412	1706
CREBL2	0	-6	9010	-3168	0	0
CRHR1	0	-6	9010	-3168	22	10	841	-77
HAPLN1	0	-7	9010	-5008	1	-1	6414	3038
CRY1	0	-7	9010	-5008	0	0
CRYGA	0	-4	9010	8405	0	0	8848	1707
CRYGC	0	-5	9010	-134	1	0	6417	1708
CRYGD	0	-4	9010	8405	2	-2	4845	2678
CSF2RA	0	-6	9010	-3168	5	1	2948	600
CSNK1D	0	-7	9010	-5008	6	4	2436	-892
CSNK1E	0	-6	9010	-3168	2	0	4804	1496
VCAN	0	-7	9010	-5008	13	7	1343	-267
CST1	0	-6	9010	-3168	3	0	3909	1301
CST5	0	-6	9010	-3168	3	3	3902	-3229
CTAG1B	0	-6	9010	-3168	2	2	4847	-2272
CTNS	0	-6	9010	-3168	9	8	1792	-2896
CTNND2	0	-6	9010	-3168	0	0
CTSE	0	-7	9010	-5008	6	5	2704	-4131
CYP7A1	0	-5	9010	-134	24	-9	775	396
CYP26A1	0	-6	9010	-3168	4	-2	3257	1632
DAB2	0	-8	9010	-6092	4	2	3261	-172
DAD1	0	-7	9010	-5008	0	-1	8919	4127
DGKA	0	-5	9010	-134	1	-1	6477	3045
DAO	0	-6	9010	-3168	0	0
DCC	0	-5	9010	-134	2	-1	4878	2248
DDX11	0	-5	9010	-134	0	0	8946	1626
DEFA6	0	-6	9010	-3168	1	1	6501	-822
DEFB1	0	-7	9010	-5008	4	1	3215	616
DFFB	0	-4	9010	8405	12	2	1464	351
COCH	0	-7	9010	-5008	4	3	3273	-1550
DLG2	0	-9	9010	-6795	1	1	6496	-816
DLG4	0	-7	9010	-5008	18	7	986	26
DLX5	0	-5	9010	-134	2	-1	4786	2234
DLX6	0	-7	9010	-5008	0	-2	8657	5415
DMWD	0	-5	9010	-134	1	0	6507	1683
DNA2	0	-6	9010	-3168	1	1	6489	-816
DNAH6	0	-5	9010	-134	0	0
DNAH8	0	-6	9010	-3168	0	0
DNAH9	0	-7	9010	-5008	2	2	4934	-2380
TRDMT1	0	-6	9010	-3168	0	-1	8955	4125
DOCK3	0	-7	9010	-5008	1	1	6512	-828
DPH1	0	-6	9010	-3168	1	1	6500	-821
DPYSL3	0	-8	9010	-6092	0	0	8944	1628
DRD1	0	-7	9010	-5008	83	18	215	25
DRD4	0	-8	9010	-6092	46	6	419	108
DSC3	0	-7	9010	-5008	0	0	8992	1587
TSC22D3	0	-5	9010	-134	2	-3	4957	3094
DTNA	0	-7	9010	-5008	0	0	8994	1587
DTNB	0	-5	9010	-134	1	1	6542	-862
DTX1	0	-8	9010	-6092	0	-1	8995	4107
DUSP8	0	-7	9010	-5008	0	0	8987	1593
DVL1	0	-6	9010	-3168	3	1	3989	516
DVL3	0	-12	9010	-7926	2	2	4955	-2417
ECE1	0	-7	9010	-5008	2	-1	4801	2238
LPAR1	0	-7	9010	-5008	9	1	1804	512
EDN2	0	-7	9010	-5008	2	1	5162	-10
PHC1	0	-8	9010	-6092	0	-1	8985	4107
CELSR3	0	-6	9010	-3168	0	-3	8876	6245
MEGF8	0	-5	9010	-134	0	-1	8878	4134
ELAVL3	0	-5	9010	-134	2	1	4883	140
ELK4	0	-6	9010	-3168	2	1	4959	96
EMX2	0	-5	9010	-134	4	2	3292	-175
EN1	0	-7	9010	-5008	7	3	2202	-8
EN2	0	-6	9010	-3168	3	3	3992	-3417
EPB42	0	-4	9010	8405	2	2	5144	-2723
DMTN	0	-6	9010	-3168	0	0	9024	1566
EPHA3	0	-5	9010	-134	7	7	2392	-10498
EPHA8	0	-5	9010	-134	0	-1	9026	4103
EPHB4	0	-8	9010	-6092	3	2	4742	-2080
EPHB6	0	-5	9010	-134	2	0	4994	1504
CLN8	0	-7	9010	-5008	1	-1	6593	3089
NR2F6	0	-4	9010	8405	3	2	4240	-1184
EREG	0	-7	9010	-5008	9	6	1847	-980
ERCC4	0	-10	9010	-7307	9	3	1814	171
ERG	0	-10	9010	-7307	19	6	966	93
ERV3-1	0	-6	9010	-3168	2	2	4997	-2466
ESRRB	0	-5	9010	-134	1	1	6379	-710
ESRRG	0	-10	9010	-7307	6	5	2442	-2223
ETV3	0	-7	9010	-5008	0	-1	9035	4103
ETV4	0	-9	9010	-6795	1	1	6576	-886
ETV5	0	-7	9010	-5008	0	-1	9029	4104
ETV6	0	-9	9010	-6795	17	8	1092	-120
MECOM	0	-11	9010	-7660	18	14	1007	-1217
EXT1	0	-8	9010	-6092	5	4	2822	-2108
EXT2	0	-11	9010	-7660	4	4	3312	-4166
EYA1	0	-7	9010	-5008	0	-1	8978	4122
EYA2	0	-6	9010	-3168	0	0	8959	1615
EYA3	0	-7	9010	-5008	0	0
F12	0	-6	9010	-3168	66	28	277	-41
F13A1	0	-8	9010	-6092	2	1	4791	196
FAAH	0	-5	9010	-134	40	-11	482	234
FABP7	0	-8	9010	-6092	6	5	2477	-2361
FANCC	0	-5	9010	-134	3	3	4737	-8110
FANCF	0	-5	9010	-134	0	-2	8974	5520
FANCG	0	-5	9010	-134	1	1	6522	-843
FBLN1	0	-10	9010	-7307	8	8	1984	-5369
FAT2	0	-7	9010	-5008	0	0
FCER2	0	-7	9010	-5008	23	3	795	213
FCGR1BP	0	-5	9010	-134	0	0
FKTN	0	-7	9010	-5008	1	-2	6334	3768
FDX1	0	-5	9010	-134	1	1	6272	-603
FGD1	0	-6	9010	-3168	2	2	5181	-2800
FGF1	0	-7	9010	-5008	26	13	706	-158
FGF3	0	-6	9010	-3168	3	0	3912	1301
FGF6	0	-3	9010	8855	2	1	5141	10
FGF8	0	-6	9010	-3168	0	0	8969	1611
FGF9	0	-8	9010	-6092	10	5	1694	-227
FGF14	0	-5	9010	-134	2	-12	5137	4306
VEGFD	0	-6	9010	-3168	1	-6	6325	4914
FOXL1	0	-6	9010	-3168	0	0
FOXC2	0	-6	9010	-3168	8	5	1971	-662
FLI1	0	-8	9010	-6092	11	3	1557	256
FMO1	0	-5	9010	-134	0	-1	8906	4136
FMO3	0	-6	9010	-3168	22	0	859	312
FOLH1	0	-6	9010	-3168	32	11	581	19
FOLR2	0	-9	9010	-6795	4	2	3317	-191
FPGS	0	-6	9010	-3168	4	2	3178	-101
FXN	0	-5	9010	-134	23	13	801	-255
FRK	0	-5	9010	-134	0	-2	9053	5542
FRZB	0	-6	9010	-3168	0	0
CENPI	0	-6	9010	-3168	0	0	9175	1476
FUCA2	0	-6	9010	-3168	1	1	6794	-1153
KDSR	0	-5	9010	-134	0	0	12836	20
FZD2	0	-6	9010	-3168	3	3	3958	-3343
G6PC1	0	-6	9010	-3168	5	-2	2798	1356
SLC37A4	0	-5	9010	-134	2	2	4756	-2102
GABPA	0	-8	9010	-6092	6	3	2471	-191
GABRA1	0	-4	9010	8405	2	-2	4929	2731
GABRA4	0	-6	9010	-3168	0	-1	8934	4129
GABRB3	0	-5	9010	-134	4	-4	3266	1979
GABRG3	0	-5	9010	-134	1	0	6487	1681
GAD2	0	-7	9010	-5008	9	7	1800	-1639
B4GALNT1	0	-5	9010	-134	0	0	8930	1647
GALR1	0	-6	9010	-3168	3	3	3957	-3341
GALNS	0	-6	9010	-3168	4	4	3376	-4419
GAS8	0	-6	9010	-3168	0	0
GATM	0	-7	9010	-5008	1	1	6486	-811
GBP3	0	-6	9010	-3168	0	0
GCGR	0	-8	9010	-6092	39	15	501	-2
BLOC1S1	0	-6	9010	-3168	1	-1	6527	3068
KAT2A	0	-10	9010	-7307	3	1	3988	518
OPN1MW	0	-6	9010	-3168	5	-3	2815	1522
GDF1	0	-5	9010	-134	1	0	6712	1643
GDF2	0	-6	9010	-3168	3	0	4066	1320
MSTN	0	-8	9010	-6092	242	6	49	21
GDF10	0	-6	9010	-3168	2	1	5097	23
GEM	0	-5	9010	-134	1	-1	6529	3069
GFI1	0	-7	9010	-5008	3	0	3985	1304
GGT7	0	-6	9010	-3168	2	2	4956	-2417
GHRH	0	-5	9010	-134	74	21	249	12
GHRHR	0	-5	9010	-134	5	-4	2879	1680
GHSR	0	-5	9010	-134	52	17	375	16
GJA8	0	-6	9010	-3168	1	1	6565	-875
GK	0	-5	9010	-134	0	0
GLE1	0	-5	9010	-134	1	0	6567	1654
GLI2	0	-9	9010	-6795	6	5	2451	-2254
GLRB	0	-4	9010	8405	1	0	6569	1654
GNA12	0	-5	9010	-134	1	0	6566	1654
GNAL	0	-5	9010	-134	6	5	2487	-2422
GNAO1	0	-8	9010	-6092	2	-3	4989	3120
GNAZ	0	-6	9010	-3168	0	0	9005	1578
GNB3	0	-8	9010	-6092	0	0	9020	1569
GNG4	0	-5	9010	-134	0	-1	9036	4101
GNG7	0	-6	9010	-3168	0	0	9030	1562
GNG10	0	-5	9010	-134	0	0
GP2	0	-6	9010	-3168	1	1	6583	-891
CMKLR2	0	-6	9010	-3168	3	1	4006	508
GPR17	0	-6	9010	-3168	6	3	2508	-212
GPR18	0	-4	9010	8405	4	4	3337	-4266
GPR21	0	-6	9010	-3168	0	0	9139	1502
GPR34	0	-4	9010	8405	1	1	6657	-964
FFAR3	0	-7	9010	-5008	3	1	4029	480
GRK4	0	-7	9010	-5008	0	0	9129	1506
GRK5	0	-6	9010	-3168	2	1	5052	48
MKNK2	0	-5	9010	-134	2	2	5047	-2561
GPX3	0	-5	9010	-134	3	3	4028	-3577
GPX7	0	-6	9010	-3168	1	-1	6654	3102
GRB10	0	-6	9010	-3168	13	9	1379	-936
RAPGEF1	0	-6	9010	-3168	1	0	6651	1648
GRIA1	0	-7	9010	-5008	9	5	1767	-344
GRIA3	0	-6	9010	-3168	8	7	1938	-2659
GRIK4	0	-6	9010	-3168	1	-2	6544	3857
GRIK5	0	-6	9010	-3168	0	0	9141	1501
GSTA1	0	-6	9010	-3168	5	2	2854	125
GSTM5	0	-6	9010	-3168	0	0
GTF2H4	0	-7	9010	-5008	0	-2	8797	5465
GTF3A	0	-5	9010	-134	1	0	6523	1672
BRF1	0	-5	9010	-134	0	0	8965	1614
GYPB	0	-7	9010	-5008	2	0	4976	1499
GZMH	0	-6	9010	-3168	2	0	4988	1503
GZMA	0	-6	9010	-3168	1	1	6549	-863
H1-6	0	-7	9010	-5008	0	-1	9001	4094
H2AC7	0	-5	9010	-134	2	2	4985	-2436
H2BC5	0	-9	9010	-6795	1	-1	6557	3074
HAS1	0	-6	9010	-3168	3	2	3993	-902
HBD	0	-9	9010	-6795	23	4	791	190
HBE1	0	-6	9010	-3168	7	5	2142	-1147
HBG1	0	-5	9010	-134	9	4	1770	-35
HCCS	0	-6	9010	-3168	3	0	3994	1305
HCK	0	-8	9010	-6092	13	5	1353	58
HIC1	0	-7	9010	-5008	0	-2	9170	5583
HIP1	0	-6	9010	-3168	2	2	5076	-2621
HIVEP1	0	-6	9010	-3168	0	0	9174	1476
HK3	0	-4	9010	8405	3	-4	3842	2445
ZBTB48	0	-5	9010	-134	0	0	9164	1480
HLA-DMA	0	-5	9010	-134	4	2	3352	-234
HLA-DPA1	0	-5	9010	-134	0	0
HLA-H	0	-7	9010	-5008	0	0
HMGCS2	0	-6	9010	-3168	9	5	1837	-462
FOXA3	0	-5	9010	-134	6	5	2545	-2631
ONECUT1	0	-7	9010	-5008	0	0	9338	1383
SLC29A2	0	-5	9010	-134	3	1	4132	439
