title	gene_symbol.value
Herpesvirus_entry_mediator	TNFRSF14
LRPPRC	LRPPRC
CHST5	CHST5
SGK2	SGK2
Nucleoporin_214	NUP214
TRG_(gene)	TRG
RNGTT	RNGTT
KAT6A	KAT6A
KIF20A	KIF20A
CRADD	CRADD
DNAL4	DNAL4
RIPK2	RIPK2
Small_nucleolar_rna,_c/d_box_48	SNORD48
RIPK1	RIPK1
OR4F3	OR4F3
LILRA4	LILRA4
FBXO6	FBXO6
RNF31	RNF31
SLC2A6	SLC2A6
NISCH	NISCH
KAT8_regulatory_NSL_complex_subunit_2	KANSL2
Sacsin	SACS
STRAP	STRAP
GPBP1	GPBP1
MRPS24	MRPS24
MRPL1	MRPL1
OR2L2	OR2L2
MRPL40	MRPL40
ADPRHL2	ADPRS
Ecto-nox_disulfide-thiol_exchanger_1	ENOX1
Mitochondrial_ribosomal_protein_L41	MRPL41
KIAA1797	FOCAD
FAM208b	TASOR2
WIPI1	WIPI1
RASAL3	RASAL3
MRPS9	MRPS9
Phosphotyrosine_interaction_domain_containing_1	PID1
WHSC1L1	NSD3
BAZ1A	BAZ1A
BAZ2A	BAZ2A
TMEM260	TMEM260
WBP4	WBP4
Kelch-like_protein_3	KLHL3
FBXO24	FBXO24
SEC23IP	SEC23IP
PTTG3P_(gene)	PTTG3P
RASSF1	RASSF1
NDRG4	NDRG4
DUSP23	DUSP23
LIME1	LIME1
TRMT12	TRMT12
Rhomboid-related_protein_2	RHBDL2
MRPS26	MRPS26
ACD_(gene)	ACD
POLI	POLI
MRPL20	MRPL20
LZTS1	LZTS1
COMMD4	COMMD4
WDHD1	WDHD1
OR2M4	OR2M4
WIF1	WIF1
SEMA4C	SEMA4C
ADAMTS7	ADAMTS7
PLDN	BLOC1S6
KLK8	KLK8
KCNG2	KCNG2
OR2K2	OR2K2
ADAMTS6	ADAMTS6
MKS1	MKS1
Insulin_like_6	INSL6
CYP2W1	CYP2W1
RNF125	RNF125
FBXO9	FBXO9
Long_intergenic_non-protein_coding_rna_483	LINC00483
PDPR	PDPR
SUPT16H	SUPT16H
Opticin	OPTC
VPS33B	VPS33B
MRPL11	MRPL11
TINF2	TINF2
MRPL32	MRPL32
MRPS5	MRPS5
SARS2	SARS2
CEP250	CEP250
Plakophilin-3	PKP3
Inositol_monophosphatase_3	BPNT2
FAM107A	FAM107A
CABYR	CABYR
ZNF277P	ZNF277
PTENP1	PTENP1
CKLF_like_MARVEL_transmembrane_domain_containing_6	CMTM6
IL1RAPL2	IL1RAPL2
ABCB8	ABCB8
UBE2R2	UBE2R2
PLEKHB2	PLEKHB2
TTC19	TTC19
CTF8	CHTF8
PINK1	PINK1
REEP1	REEP1
MOCOS	MOCOS
YTHDF1	YTHDF1
B_cell_scaffold_protein_with_ankyrin_repeats_1	BANK1
PLA2G2D	PLA2G2D
CENPH	CENPH
FBXW8	FBXW8
FBXO4	FBXO4
OXR1	OXR1
USP47	USP47
FBXO5	FBXO5
WDR6	WDR6
MAP4K5	MAP4K5
CCDC40_(gene)	CCDC40
RAPH1	RAPH1
MRPS6	MRPS6
NOL8	NOL8
MRPS11	MRPS11
Acyl-CoA_thioesterase_9	ACOT9
Suppression_of_tumorigenicity_8_(ovarian)	ST8
SIGLEC5	SIGLEC5
GPR64	ADGRG2
SSX5	SSX5
SUCLA2	SUCLA2
SRPK2	SRPK2
NMNAT1	NMNAT1
DEPTOR	DEPTOR
Family_with_sequence_similarity_13,_member_A1	FAM13A
SSFA2	ITPRID2
Signal_recognition_particle_9	SRP9
Decoy_receptor_1	TNFRSF10C
SRI_(gene)	SRI
TOB1	TOB1
PDSS1	PDSS1
C11orf1	C11orf1
ORC3	ORC3
MICAL1	MICAL1
Sjögren_syndrome_antigen_B	SSB
Suppression_of_tumorigenicity_2	ST2
SSX1	SSX1
SUCLG2	SUCLG2
OPN3	OPN3
DAPK2	DAPK2
Neurotensin_receptor_2	NTSR2
IL18RAP	IL18RAP
TSSK2	TSSK2
ARFRP1	ARFRP1
Structure_specific_recognition_protein_1	SSRP1
TMEM112	LMF1
Death_receptor_4	TNFRSF10A
ZMYND8	ZMYND8
Death_receptor_5	TNFRSF10B
PEX11A	PEX11A
Zinc_finger_protein_574	ZNF574
Somatostatin_receptor_2	SSTR2
Fructose-bisphosphatase_2	FBP2
RBM12	RBM12
ORC6	ORC6
Sterol_regulatory_element-binding_protein_2	SREBF2
SRPK1	SRPK1
AKAP9	AKAP9
Ceramide_kinase	CERK
Somatostatin_receptor_1	SSTR1
SH3BP1	SH3BP1
Somatostatin_receptor_4	SSTR4
VSIG2	VSIG2
CD2AP	CD2AP
TRIM24	TRIM24
Decoy_receptor_2	TNFRSF10D
PEX11B	PEX11B
Exonuclease_5	EXO5
DLK1	DLK1
Elongator_complex_protein_5	ELP5
SSR1	SSR1
SFRS14	SUGP2
YAF2	YAF2
Calcium-regulated_heat_stable_protein_1	CARHSP1
TNFRSF18	TNFRSF18
SUCLG1	SUCLG1
Endo-beta-n-acetylglucosaminidase	ENGASE
TMEM50A	TMEM50A
RGS9	RGS9
TROVE2	RO60
G3BP1	G3BP1
SCEL_(gene)	SCEL
SSBP1	SSBP1
MBNL2	MBNL2
DDX31	DDX31
LEM_domain-containing_protein_3	LEMD3
PATZ1	PATZ1
Srp_receptor_alpha_subunit	SRPRA
HEBP2	HEBP2
RBM15	RBM15
CELA3A	CELA3A
CREG1	CREG1
SMUG1	SMUG1
TBC1D15	TBC1D15
Somatostatin_receptor_5	SSTR5
CLEC5A	CLEC5A
SS18	SS18
FPGT	FPGT
Centrosomal_protein_85	CEP85
EFCAB6	EFCAB6
Sterol_regulatory_element-binding_protein_1	SREBF1
PARP12	PARP12
RMND5B	RMND5B
CRTC3	CRTC3
TRIM21	TRIM21
SRD5A1	SRD5A1
EBI3	EBI3
CORO1C	CORO1C
MEAF6	MEAF6
Somatostatin_receptor_3	SSTR3
IL1RL2	IL1RL2
EPS8L2	EPS8L2
CCNDBP1	CCNDBP1
RGS11	RGS11
STAR_(gene)	STAR
DNM1L	DNM1L
Keratocan	KERA
FARSB	FARSB
ABCC5	ABCC5
TBX2	TBX2
ABCB6	ABCB6
RIPK5	DSTYK
TAP1	TAP1
ABCC9	ABCC9
TAF5	TAF5
TCEA1	TCEA1
RAB3GAP2	RAB3GAP2
KATNA1	KATNA1
TRIOBP	TRIOBP
TCF12	TCF12
RCAN3	RCAN3
CIZ1	CIZ1
PTPN21	PTPN21
VAMP5	VAMP5
KRR1	KRR1
CLDN15	CLDN15
TAF13	TAF13
PRSS23	PRSS23
KIAA1549L_(gene)	KIAA1549L
TBL1X	TBL1X
TCF7	TCF7
MED16	MED16
Transgelin	TAGLN
PRPF40B	PRPF40B
C22orf31	C22orf31
GCFC2	GCFC2
FBXO7	FBXO7
IQGAP2	IQGAP2
TAF11	TAF11
PIGK	PIGK
EMILIN1	EMILIN1
SLC17A3	SLC17A3
Citron_kinase	CIT
RAD54B	RAD54B
ESM1	ESM1
PARP3	PARP3
AP1M2	AP1M2
TCF3	TCF3
TAF4B	TAF4B
DIDO1	DIDO1
GJC1	GJC1
PRPF6	PRPF6
RPP14	RPP14
ZNF318	ZNF318
FRAT1	FRAT1
FAF1	FAF1
TCF19	TCF19
UBA2	UBA2
SMC4	SMC4
FGFR1OP	CEP43
FSCN2	FSCN2
CBY1	CBY1
NEK6	NEK6
TAF10	TAF10
TBX6	TBX6
TBX1	TBX1
NUPL2	NUP42
WDR4	WDR4
SAE1	SAE1
TCEA2	TCEA2
TAL2	TAL2
ZNF274	ZNF274
TARBP1	TARBP1
Transaldolase_1	TALDO1
WDR5	WDR5
PARP2	PARP2
ELOB	ELOB
TFIP11	TFIP11
TAF9	TAF9
TBX3	TBX3
FJX1	FJX1
TBX15	TBX15
RASGRP3	RASGRP3
DNAJB4	DNAJB4
ADAMTS8	ADAMTS8
TPPP	TPPP
TBCD	TBCD
T-complex_1	TCP1
Butyrophilin,_subfamily_3,_member_A1	BTN3A1
VPS72	VPS72
CHAF1A	CHAF1A
SHC2	SHC2
Naa80	NAA80
TCF15	TCF15
PTPRT	PTPRT
TCF21_(gene)	TCF21
Contactin_2	CNTN2
HNRPUL1	HNRNPUL1
NCKAP1	NCKAP1
TBCE	TBCE
UNC84B	SUN2
PANX1	PANX1
TROAP	TROAP
MLX_(gene)	MLX
TOM1L1	TOM1L1
UACA	UACA
ZDHHC4	ZDHHC4
WDYHV1	NTAQ1
Sobp	SOBP
ABCC8	ABCC8
SULT1A3	SULT1A3
LRRC8D	LRRC8D
FAM120C	FAM120C
RBM23	RBM23
SYBL1	VAMP7
VAMP2	VAMP2
SYCP1	SYCP1
UCKL1	UCKL1
SULT2B1	SULT2B1
CEP192	CEP192
WRAP53	WRAP53
SURF4	SURF4
SUV39H1	SUV39H1
C20orf27	C20orf27
CT55	CT55
Chromosome_X_open_reading_frame_57	RADX
ELP3	ELP3
DNAJC28	DNAJC28
ANO1	ANO1
Synapsin_I	SYN1
TIPIN	TIPIN
CDCA8	CDCA8
SSH3	SSH3
C1orf109	C1orf109
ANKZF1	ANKZF1
SAMD4B	SAMD4B
RBM28	RBM28
ATP5SL	DMAC2
TMEM70	TMEM70
Synapsin_2	SYN2
INTS11	INTS11
ODAM_(gene)	ODAM
SVIL	SVIL
THG1L	THG1L
THAP1	THAP1
SURF1	SURF1
SULT1A1	SULT1A1
CCDC186	CCDC186
SURF6	SURF6
SYT1	SYT1
MED22	MED22
SLFN12	SLFN12
Bile_salt_sulfotransferase	SULT2A1
AKIRIN2	AKIRIN2
TMEM51	TMEM51
GEMIN8	GEMIN8
SUPT6H	SUPT6H
SYPL1	SYPL1
SULT1C2	SULT1C2
TRIM68	TRIM68
SUPT5H	SUPT5H
HEATR1	HEATR1
Sodium-dependent_neutral_amino_acid_transporter_B(0)AT2	SLC6A15
VAMP1	VAMP1
IFT57	IFT57
TMEM160	TMEM160
TXNL4B	TXNL4B
C1orf27	ODR4
MED9	MED9
BANP	BANP
FANCL	FANCL
ARGLU1	ARGLU1
SDHAF2	SDHAF2
AGGF1	AGGF1
SLC41A3	SLC41A3
SLC35F6	SLC35F6
SUPT4H1	SUPT4H1
SUPV3L1	SUPV3L1
PARP16	PARP16
SAR1B	SAR1B
TMEM109	TMEM109
PRDX5	PRDX5
Nocturnin	NOCT
RNF12	RLIM
THOC2	THOC2
C7orf26	C7orf26
KLK5	KLK5
SUV420H1	KMT5B
ANGPTL4	ANGPTL4
SECISBP2	SECISBP2
MRPS2	MRPS2
Zinc_finger_protein_706	ZNF706
TTLL1	TTLL1
FBXL2	FBXL2
CYP4F8	CYP4F8
TXN2	TXN2
FASTKD3	FASTKD3
PVRIG	PVRIG
RPL26L1	RPL26L1
VARS2	VARS2
ALG8	ALG8
SEPN1	SELENON
Ataxin_10	ATXN10
SPDEF	SPDEF
SAMM50	SAMM50
LSM4	LSM4
ACTR3B	ACTR3B
ASPSCR1	ASPSCR1
CHCHD2	CHCHD2
IRAK4	IRAK4
ATG9A	ATG9A
B4GALT7	B4GALT7
LACTB2	LACTB2
COPS4	COPS4
ASB3	ASB3
METTL16	METTL16
CD300A	CD300A
COQ4	COQ4
Zinc_transporter_ZIP10	SLC39A10
SBDS	SBDS
RDH11	RDH11
TNFAIP8	TNFAIP8
Golgin_a7	GOLGA7
TSEN34	TSEN34
UTP11L	UTP11
MTO1	MTO1
NAT5	NAA20
PARK7	PARK7
TMEM184B	TMEM184B
ARIH1	ARIH1
TAFA5	TAFA5
LCHN	DENND11
Solute_carrier_organic_anion_transporter_family_member_2B1	SLCO2B1
INSIG2	INSIG2
VPS45	VPS45
IER3IP1	IER3IP1
Leiomodin_1	LMOD1
KCTD15	KCTD15
ZMIZ1	ZMIZ1
PNKP	PNKP
ZDHHC9	ZDHHC9
TPSG1	TPSG1
Intraflagellar_transport_protein_46_homolog	IFT46
STX17	STX17
NCLN	NCLN
UBE2Z	UBE2Z
USP20	USP20
ACTL7A	ACTL7A
STARD7	STARD7
AGPAT3	AGPAT3
CD3EAP	POLR1G
ZNF649	ZNF649
Neuropeptide_FF_receptor_2	NPFFR2
WNK2	WNK2
UTP14A	UTP14A
NDUFA4L2	NDUFA4L2
TCIM	TCIM
MAP3K7CL	MAP3K7CL
DUSP22	DUSP22
Zinc_finger_protein_275	ZNF275
C1QL1	C1QL1
CPLANE1	CPLANE1
Ubiquilin_4	UBQLN4
STARD10	STARD10
Zinc_finger_protein_770	ZNF770
SRCAP	SRCAP
CPLX1	CPLX1
CPLX2	CPLX2
CFHR4	CFHR4
MARC2	MTARC2
RUVBL2	RUVBL2
USP19	USP19
Late_endosomal/lysosomal_adaptor,_mapk_and_mtor_activator_1	LAMTOR1
SEPT9	SEPTIN9
MTHFD2	MTHFD2
TUBGCP2	TUBGCP2
FAM114A2	FAM114A2
WNK4	WNK4
CCR9	CCR9
LILRB1	LILRB1
SPPL2B	SPPL2B
Reticulon_4_receptor	RTN4R
CFHR3	CFHR3
OR5I1	OR5I1
PPP2R3C	PPP2R3C
MRPS30	MRPS30
SMARCAD1	SMARCAD1
TUG1	TUG1
Zinc_finger_and_scan_domain_containing_18	ZSCAN18
SMCO4	SMCO4
Ccdc109b	MCUB
UPF3A	UPF3A
VPS33A	VPS33A
WNK3	WNK3
WNK1	WNK1
Tetraspanin_9	TSPAN9
RPP40	RPP40
ADAM28	ADAM28
DPYSL5	DPYSL5
PCDH15	PCDH15
WDR3	WDR3
CYP46A1	CYP46A1
FGL2	FGL2
HCST_(gene)	HCST
FRS3	FRS3
NBEAL1	NBEAL1
FRS2	FRS2
ALDH1L1	ALDH1L1
Exosome_component_5	EXOSC5
SEC24A	SEC24A
ZNF268	ZNF268
HSPH1	HSPH1
OTOR	OTOR
PNO1	PNO1
PGRMC1	PGRMC1
Leucine_rich_repeat_and_fibronectin_type_iii_domain_containing_4	LRFN4
CZIB	CZIB
UPF3B	UPF3B
PPP1R13L	PPP1R13L
NEU3	NEU3
TMEPAI	PMEPA1
CD300C	CD300C
CAPRIN2	CAPRIN2
PINX1	PINX1
Cysteinyl_leukotriene_receptor_1	CYSLTR1
Neuromedin_U_receptor_2	NMUR2
COA7	COA7
WRNIP1	WRNIP1
GJB6	GJB6
NOL6	NOL6
ANKS1B	ANKS1B
SH3GLB2	SH3GLB2
INTS3	INTS3
PAK1IP1	PAK1IP1
MARCKSL1	MARCKSL1
PPP1R17	PPP1R17
SLC22A7	SLC22A7
CA10	CA10
CLN6	CLN6
SDCCAG8	SDCCAG8
NOXA1	NOXA1
Leucine_rich_repeat_containing_61	LRRC61
WDR47	WDR47
SACM1L	SACM1L
Apolipoprotein_O	APOO
C5orf45	MRNIP
SDF4	SDF4
TRAK1	TRAK1
DFNB31	WHRN
LGP2	DHX58
PRKD2	PRKD2
FAN1	FAN1
Trafficking_protein_particle_complex_6a	TRAPPC6A
C11orf49	C11orf49
Multimerin_1	MMRN1
RALY	RALY
RNF26	RNF26
CEP164	CEP164
Tectonin_beta-propeller_repeat_containing_1	TECPR1
DCC1	DSCC1
UBOX5	UBOX5
MOBKL3	MOB4
RPL36	RPL36
ABLIM3	ABLIM3
NDUFAF5	NDUFAF5
WD_repeat-containing_protein_77	WDR77
SUMF2	SUMF2
XTP3-transactivated_gene_A_protein	DCTPP1
HSD17B12	HSD17B12
MAPKAP1	MAPKAP1
LY6G6E	LY6G6E
DIS3	DIS3
DYNC1LI1	DYNC1LI1
POU2F3	POU2F3
C9orf16	BBLN
ALG12	ALG12
Membrane-associated_transporter_protein	SLC45A2
RAB26	RAB26
SBNO2	SBNO2
Mitochondrial_pyruvate_carrier_2	MPC2
CARD14	CARD14
PARM1	PARM1
FAM149A	FAM149A
ASF1A	ASF1A
SULT4A1	SULT4A1
SPEF1	SPEF1
Derlin-1	DERL1
LETMD1	LETMD1
RPH3A	RPH3A
Nucleolus_and_neural_progenitor_protein	NEPRO
MXRA5	MXRA5
BRMS1	BRMS1
Caspase_recruitment_domain-containing_protein_8	CARD8
ING4	ING4
ZBTB1	ZBTB1
COG4	COG4
ZNF365	ZNF365
YIPF3	YIPF3
TMUB2	TMUB2
TAF1D	TAF1D
CCDC28B	CCDC28B
Zinc_finger_protein_426	ZNF426
RASL11B	RASL11B
PLSCR3	PLSCR3
DAZ3	DAZ3
VPS35L	VPS35L
TIMMDC1	TIMMDC1
Mitoferrin-1	SLC25A37
MAN1A2	MAN1A2
VKORC1	VKORC1
AHNAK	AHNAK
ARMCX1	ARMCX1
GPR83	GPR83
DAZ2	DAZ2
Prokineticin_receptor_1	PROKR1
Olfactomedin-like_3	OLFML3
AKR1B10	AKR1B10
ZDHHC3	ZDHHC3
MTMR9	MTMR9
Solute_carrier_family_17_(vesicular_glutamate_transporter),_member_6	SLC17A6
BRD8	BRD8
DTWD1	DTWD1
DDX50	DDX50
CRELD1	CRELD1
BBX_(gene)	BBX
GADD45G	GADD45G
TXNL4A	TXNL4A
TOMM22	TOMM22
RUNDC3A	RUNDC3A
C7orf25	C7orf25
MRPS22	MRPS22
LYNX1	LYNX1
CYP4F12	CYP4F12
PCBP4	PCBP4
Lim_homeobox_9	LHX9
FUNDC2	FUNDC2
CUL3	CUL3
SUGT1	SUGT1
NRN1	NRN1
TWSG1	TWSG1
UTP3	UTP3
YIF1A	YIF1A
Mitochondrial_fission_factor	MFF
CEACAM19	CEACAM19
RAB10	RAB10
NT5M	NT5M
ZNF655	ZNF655
Neuropathy_target_esterase	PNPLA6
DDX24	DDX24
OTUD7B	OTUD7B
BLCAP	BLCAP
CENPM	CENPM
KCNK9	KCNK9
EMSY	EMSY
Repulsive_guidance_molecule_A	RGMA
ADAMTS9	ADAMTS9
ADCK3	COQ8A
CYP39A1	CYP39A1
DHRS4	DHRS4
MEPE	MEPE
CCNL1	CCNL1
Pparg_coactivator_1_alpha	PPARGC1A
ECSIT	ECSIT
XAB2	XAB2
CUL4B	CUL4B
SLC12A9	SLC12A9
MIS12	MIS12
CIAPIN1	CIAPIN1
PCDH12	PCDH12
PLSCR2	PLSCR2
CD320	CD320
BOLL	BOLL
CYREN_(protein)	CYREN
SLC2A11	SLC2A11
TMEM106C	TMEM106C
Urotensin-II	UTS2
MALT1	MALT1
KIF15	KIF15
C17orf53	HROB
HMCES	HMCES
PRDM9	PRDM9
OTUB2	OTUB2
CCDC47	CCDC47
REEP2	REEP2
CPSF4	CPSF4
Jumping_translocation_breakpoint	JTB
Vesicular_glutamate_transporter_1	SLC17A7
Chitinase_domain-containing_protein_1	CHID1
FAM20C	FAM20C
COQ9	COQ9
MMP24	MMP24
CHRNA10	CHRNA10
Family_with_sequence_similarity_173_member_A	ANTKMT
CUL4A	CUL4A
METRN	METRN
TRAK2	TRAK2
TRAFD1	TRAFD1
Slx1_structure-specific_endonuclease_subunit_homolog_b_(s._cerevisiae)	SLX1B
Morc_family_cw-type_zinc_finger_1	MORC1
CFLAR	CFLAR
MINK1	MINK1
SCAPER	SCAPER
IWS1	IWS1
URG4	URGCP
VNN2	VNN2
INVS	INVS
IPO9	IPO9
DDX27	DDX27
SNX5	SNX5
Synaptojanin_1	SYNJ1
NPLOC4	NPLOC4
UNC13A	UNC13A
WDR8	WRAP73
IER3	IER3
DKK2	DKK2
CCDC94	YJU2
TJP3	TJP3
GOLGA8A	GOLGA8A
CYTH4	CYTH4
SMC1B	SMC1B
Zinc_finger_protein_692	ZNF692
DLEU2	DLEU2
KLK14	KLK14
HDAC3	HDAC3
FAM155B	NALF2
INTS8	INTS8
STK19	STK19
LUC7L	LUC7L
KANSL3	KANSL3
Zinc_finger_protein_334	ZNF334
PRPF40A	PRPF40A
MFN1	MFN1
TRMU	TRMU
ASCC3L1	SNRNP200
SOCS2	SOCS2
DKK4	DKK4
CDC123	CDC123
Gamma-glutamyl_hydrolase	GGH
CNOT1	CNOT1
SCYL2	SCYL2
RABL6	RABL6
ZNF295	ZBTB21
STOML2	STOML2
DKK3	DKK3
CDK5R1	CDK5R1
SGPL1	SGPL1
NLRP2	NLRP2
Exosome_component_7	EXOSC7
FERM_Domain_Containing_4A	FRMD4A
KLK12	KLK12
WNT1-inducible-signaling_pathway_protein_3	CCN6
RRM2B	RRM2B
ATP5S	DMAC2L
PIB5PA	INPP5J
Far_upstream_element-binding_protein_1	FUBP1
NECAP2	NECAP2
AKAP4	AKAP4
CCDC88A	CCDC88A
FCGBP	FCGBP
KSR1	KSR1
VNN1	VNN1
ZNF259	ZPR1
NDC1	NDC1
TAX1BP3	TAX1BP3
CPNE7	CPNE7
ST3GAL5	ST3GAL5
TSC22D1	TSC22D1
LMBR1L	LMBR1L
Hydroxycarboxylic_acid_receptor_3	HCAR3
Alkb_homolog_1,_histone_h2a_dioxygenase	ALKBH1
LDB1	LDB1
KCNH5	KCNH5
G0S2	G0S2
NBPF1	NBPF1
RADIL	RADIL
APPBP1	NAE1
RUFY2	RUFY2
CLDN20	CLDN20
Sequestosome_1	SQSTM1
PEX26	PEX26
WNT1-inducible-signaling_pathway_protein_1	CCN4
CDC16	CDC16
HIF1AN	HIF1AN
HSPB7	HSPB7
PACS1	PACS1
ALDH1A2	ALDH1A2
PDE7B	PDE7B
RBM22	RBM22
LIMS2	LIMS2
ARHGEF7	ARHGEF7
PDZRN3	PDZRN3
WNT1-inducible-signaling_pathway_protein_2	CCN5
SMARCAL1	SMARCAL1
DDEF2	ASAP2
SYNJ2	SYNJ2
Syntenin-2	SDCBP2
PIK3R4	PIK3R4
TMEM127	TMEM127
KIAA1219	RALGAPB
Zinc_finger_nfx1-type_containing_1	ZNFX1
CHST1	CHST1
MRPS7	MRPS7
USP18	USP18
Carbohydrate-responsive_element-binding_protein	MLXIPL
HEMK1	HEMK1
LMO4	LMO4
KLF8	KLF8
CRLF3	CRLF3
CDC14B	CDC14B
MRPL4	MRPL4
Bridging_integrator_2	BIN2
ACTL6B	ACTL6B
YBX2	YBX2
CAMK1G_(gene)	CAMK1G
GJC2	GJC2
SLURP1	SLURP1
POP5	POP5
POLR1D	POLR1D
PIAS1	PIAS1
PELI1	PELI1
CDC14A	CDC14A
APIP	APIP
JPH2	JPH2
BLZF1	BLZF1
FCF1	FCF1
DDX19B	DDX19B
SP140_(gene)	SP140
CGGBP1	CGGBP1
Filamin_A_interacting_protein_1_like	FILIP1L
COP9_signalosome_complex_subunit_3	COPS3
GPR45	GPR45
CPZ_(gene)	CPZ
MAN1B1	MAN1B1
AP3B1	AP3B1
PEX3	PEX3
PARG	PARG
PACSIN2	PACSIN2
NDUFAF1	NDUFAF1
GAS7	GAS7
BCAS1	BCAS1
UTP18	UTP18
ZMYND10	ZMYND10
PHTF2	PHTF2
CHMP1B	CHMP1B
Kelch-like_protein_2	KLHL2
RHBG	RHBG
PRR4	PRR4
ATP6V1D	ATP6V1D
DUSP12	DUSP12
PXMP4	PXMP4
CUTC_(gene)	CUTC
MAPKAPK5	MAPKAPK5
TRAPPC4	TRAPPC4
XPOT	XPOT
Ubiquitin_carboxyl-terminal_hydrolase_L5	UCHL5
ANGPT4	ANGPT4
ABHD5	ABHD5
SEPSECS	SEPSECS
CD177	CD177
NXPH3	NXPH3
AIG1	AIG1
Prostaglandin_DP2_receptor	PTGDR2
SALL4	SALL4
SH3GLB1	SH3GLB1
Sid1_transmembrane_family_member_2	SIDT2
MECR	MECR
ATRAID	ATRAID
TRNT1	TRNT1
SNF8	SNF8
CRYL1	CRYL1
Choline_transporter-like_protein_2	SLC44A2
TFB1M	TFB1M
NDUFA13	NDUFA13
Apolipoprotein_L1	APOL1
PELI2	PELI2
CST7_(gene)	CST7
API5	API5
SCYL3	SCYL3
UBR5	UBR5
Reticulon_4	RTN4
Calcineurin_B_homologous_protein_1	CHP1
TREX1	TREX1
KLF12	KLF12
POMP	POMP
NIP7	NIP7
GALNAC4S-6ST	CHST15
Cyclin-dependent_kinase_10	CDK10
Synergin_gamma	SYNRG
CSDA_(gene)	YBX3
THAP4	THAP4
NOL7	NOL7
SLC6A14	SLC6A14
MRPS17	MRPS17
TNNI3K	TNNI3K
ATXN2L	ATXN2L
DENR_(gene)	DENR
EIF3EIP	EIF3L
DCTN3	DCTN3
CEP131	CEP131
TMEM158	TMEM158
DSE_(gene)	DSE
DNAAF2	DNAAF2
Olfactomedin-like_2b	OLFML2B
Rotatin	RTTN
Elongation_factor_for_RNA_polymerase_II_2	ELL2
Sirtuin_2	SIRT2
Interleukin_19	IL19
P2RX2	P2RX2
SERTAD1	SERTAD1
SCMH1	SCMH1
MMTP2	C1orf35
KIN_(gene)	KIN
Zinc_finger_protein_521	ZNF521
CCT5_(gene)	CCT5
MYH15	MYH15
WDFY3	WDFY3
ANAPC4	ANAPC4
AKR7A3	AKR7A3
Myosin_viia_and_rab_interacting_protein	MYRIP
WWTR1	WWTR1
Disco_interacting_protein_2_homolog_c	DIP2C
STK38L	STK38L
F-box_and_leucine_rich_repeat_protein_15	FBXL15
DKK1	DKK1
GPR132	GPR132
RPA4	RPA4
RAB21	RAB21
RCHY1	RCHY1
MMP28	MMP28
CRELD2	CRELD2
IFFO1	IFFO1
SOSTDC1	SOSTDC1
NSL1	NSL1
TMEM243	TMEM243
RAB3GAP1	RAB3GAP1
CNOT10	CNOT10
IRX6	IRX6
RNF19A	RNF19A
AHCTF1	AHCTF1
MAST1	MAST1
PURG	PURG
TTPAL	TTPAL
MAPRE1	MAPRE1
INTS7	INTS7
PTPN23	PTPN23
PADI1	PADI1
PCNX	PCNX1
KIFAP3	KIFAP3
EFHD2	EFHD2
Long_intergenic_non-protein_coding_rna_312	LINC00312
Ninein-like_protein	NINL
ZP1	ZP1
Selenophosphate_synthetase_1	SEPHS1
MTHFD1L	MTHFD1L
CEP55	CEP55
TIMM22	TIMM22
MSRB2	MSRB2
ABI3BP	ABI3BP
PLEKHG4	PLEKHG4
Tetratricopeptide_repeat_39A	TTC39A
KDM2A	KDM2A
MBOAT7	MBOAT7
CEP152	CEP152
ALG6	ALG6
RAB18	RAB18
POLR1A	POLR1A
NDUFAF3	NDUFAF3
Gem-associated_protein_5	GEMIN5
SNW1	SNW1
CLIC4	CLIC4
TNIP2	TNIP2
ATF6	ATF6
TRIM32	TRIM32
TMEM43	TMEM43
PAXIP1	PAXIP1
PKN3_(gene)	PKN3
RIMS1	RIMS1
MAPRE3	MAPRE3
FA2H	FA2H
DNMT3L	DNMT3L
SHANK2	SHANK2
DAAM1	DAAM1
FAM98A	FAM98A
HMGXB3	HMGXB3
NOL12	NOL12
ZNF473	ZNF473
Cofactor_of_BRCA1	NELFB
BRCC3	BRCC3
HABP4	HABP4
CENPO	CENPO
Leukocyte_immunoglobulin-like_receptor_pseudogene_2	LILRP2
SPEN	SPEN
LIMCH1	LIMCH1
POT1	POT1
TPX2	TPX2
ACIN1	ACIN1
Zinc_finger_protein_576	ZNF576
Zinc_finger_protein_343	ZNF343
RCBTB1	RCBTB1
NRBF2	NRBF2
SOX8	SOX8
NAT10	NAT10
TNPO2	TNPO2
UBQLN1	UBQLN1
DPP7	DPP7
Transmembrane_protein_57	MACO1
Syncytin-1	ERVW-1
FSCN3	FSCN3
TMLHE	TMLHE
RESF1	RESF1
PANK4	PANK4
GLTSCR2	NOP53
MSTO1	MSTO1
ZNRD1	POLR1H
Sperm_protein_associated_with_the_nucleus,_X-linked,_family_member_A1	SPANXA1
SETD5	SETD5
TMEM33	TMEM33
Myod_family_inhibitor_domain_containing	MDFIC
ST6GALNAC6	ST6GALNAC6
TLX3	TLX3
PRMT6	PRMT6
Zinc_transporter_ZIP3	SLC39A3
NUDT11	NUDT11
SH3KBP1	SH3KBP1
EHD3	EHD3
PRICKLE4	PRICKLE4
ERO1L	ERO1A
PNMA8A	PNMA8A
EFEMP2	EFEMP2
KCNIP1	KCNIP1
APPL2	APPL2
Telomere-associated_protein_RIF1	RIF1
