tpage_name	gene_symbol
GALK2_(gene)	GALK2
GGT7	GGT7
GNG10	GNG10
HSBP1	HSBP1
KIF3C	KIF3C
Keratin_34	KRT34
KRT35	KRT35
MYO7B	MYO7B
NAP1L2	NAP1L2
NDUFC1	NDUFC1
TBC1D25	TBC1D25
PSG2	PSG2
GABA_transporter_type_3	SLC6A11
Cationic_amino_acid_transporter_4	SLC7A4
SOX12	SOX12
SPRR2D	SPRR2D
CORO2A	CORO2A
ZNF2	ZNF2
ZNF8	ZNF8
ZNF33B	ZNF33B
ZSCAN21	ZSCAN21
ZNF79	ZNF79
ZNF124	ZNF124
ZNF185	ZNF185
ZNF195	ZNF195
ZNF200	ZNF200
OR2H2	OR2H2
GLRA3	GLRA3
SLC25A16	SLC25A16
PNPLA4	PNPLA4
SNN_(gene)	SNN
HIST1H4G	HIST1H4G
Large_neutral_amino_acids_transporter_small_subunit_3	SLC43A1
CPZ_(gene)	CPZ
LY6D	LY6D
KRT36	KRT36
ALKBH1	ALKBH1
CLIC3	CLIC3
PTPLA	PTPLA
ZMYM6	ZMYM6
MFHAS1	MFHAS1
B4GALT6	B4GALT6
RAB33A	RAB33A
SLC22A13	SLC22A13
STOML1	STOML1
ZNF254	ZNF254
TCL1B	TCL1B
PLCH2	PLCH2
ST18	ST18
KIAA0195	KIAA0195
ARMCX2	ARMCX2
PLEKHM1	PLEKHM1
ZBED4	ZBED4
ZBTB5	ZBTB5
EXOG	EXOG
AMMECR1	AMMECR1
SH2D3A	SH2D3A
TSPAN32	TSPAN32
TRIM10	TRIM10
DNAL4	DNAL4
RASA4	RASA4
SLC35B1	SLC35B1
RABEPK	RABEPK
HCG9	HCG9
APBB3	APBB3
BPNT1	BPNT1
Cucurbitadienol_synthase	CPQ
Sperm-associated_antigen_11B	SPAG11B
Collectin-10	COLEC10
ERN2	ERN2
ST6GALNAC2	ST6GALNAC2
POLR3G	POLR3G
GAS2L1	GAS2L1
MTX2	MTX2
LBX1	LBX1
RAI2	RAI2
ZNF266	ZNF266
VAMP5	VAMP5
AP3M2	AP3M2
SERINC3	SERINC3
RAB40B	RAB40B
SLC27A5	SLC27A5
CCDC85B	CCDC85B
IFT27	IFT27
STON1	STON1
ZPBP	ZPBP
CYB561D2	CYB561D2
ADAMTS8	ADAMTS8
Kaptin_(actin_binding_protein)	KPTN
TBC1D8	TBC1D8
AP4S1	AP4S1
SLC2A6	SLC2A6
PROSC	PROSC
GALNT6	GALNT6
PPM1E	PPM1E
DZIP1	DZIP1
FOXJ3	FOXJ3
BAHD1	BAHD1
ARHGEF15	ARHGEF15
SBNO2	SBNO2
SAMD4A	SAMD4A
ZNF609	ZNF609
TBC1D9B	TBC1D9B
RAP1GAP2	RAP1GAP2
FCHO1	FCHO1
FRMD4B	FRMD4B
FAM168A	FAM168A
OTUD3	OTUD3
ANKRD12	ANKRD12
PPIP5K2	PPIP5K2
AGTPBP1	AGTPBP1
JADE2	JADE2
COMMD3	COMMD3
LEPROTL1	LEPROTL1
TSPAN15	TSPAN15
OPN3	OPN3
LRRC6	LRRC6
EML2	EML2
RHBDD3	RHBDD3
DNAJB5	DNAJB5
DPCD	DPCD
PNISR	PNISR
CLIP3	CLIP3
GMEB2	GMEB2
FBXL6	FBXL6
PCOLCE2	PCOLCE2
TRUB2	TRUB2
UQCRQ	UQCRQ
DKKL1	DKKL1
SALL3	SALL3
VENTX	VENTX
SLC27A6	SLC27A6
STXBP6	STXBP6
PRSS50	PRSS50
GRHL1	GRHL1
LRP12	LRP12
DONSON	DONSON
SCAPER	SCAPER
WRAP73	WRAP73
Collagen,_type_V,_alpha_3	COL5A3
COQ6	COQ6
MRPS18C	MRPS18C
ZNF593	ZNF593
WDPCP	WDPCP
DERA_(gene)	DERA
CRYL1	CRYL1
METTL9	METTL9
TRAPPC12	TRAPPC12
TUBE1	TUBE1
WBP5	WBP5
EMC4	EMC4
SHISA5	SHISA5
PBDC1	PBDC1
CDKL3	CDKL3
BFAR	BFAR
NRN1	NRN1
KRT76	KRT76
TEX264	TEX264
AIG1	AIG1
GPR89B	GPR89B
RTFDC1	RTFDC1
SLC25A39	SLC25A39
ASB4	ASB4
HSPB11	HSPB11
OAZ3	OAZ3
TRAPPC2L	TRAPPC2L
CYB5R2	CYB5R2
SEMA5B	SEMA5B
ATAD2B	ATAD2B
PRR13	PRR13
CCSER2	CCSER2
ANKIB1	ANKIB1
ZDHHC13	ZDHHC13
Radio_Hall_of_Fame	RHOF
FAM20A	FAM20A
DIRAS2	DIRAS2
CDHR2	CDHR2
RPP25	RPP25
SSH3	SSH3
HERC6	HERC6
MOCOS	MOCOS
SLC52A1	SLC52A1
PDPR	PDPR
WDR60	WDR60
PRPF38B	PRPF38B
FIGN	FIGN
ARMC1	ARMC1
SLC25A36	SLC25A36
LGI2	LGI2
UEVLD	UEVLD
ACER3	ACER3
PI-PLC_X_domain-containing_protein_1	PLCXD1
ZGRF1	ZGRF1
MAML3	MAML3
ZDHHC7	ZDHHC7
FLVCR2	FLVCR2
INTS8	INTS8
ARHGEF40	ARHGEF40
FAR2	FAR2
HHAT	HHAT
FAM63A	FAM63A
METTL2B	METTL2B
EMC3	EMC3
ZKSCAN7	ZKSCAN7
PCDHB2	PCDHB2
Protocadherin_alpha_1	PCDHA1
KIAA1217	KIAA1217
CRTAM	CRTAM
CHST7	CHST7
TCEAL7	TCEAL7
TM9SF3	TM9SF3
IFT46	IFT46
SEMA3G	SEMA3G
VPS35L	C16orf62
Carboxypeptidase_A6	CPA6
PITHD1	PITHD1
TRIM54	TRIM54
SLC4A10	SLC4A10
Down_syndrome_cell_adhesion_molecule_like_1	DSCAML1
GPR158	GPR158
TBC1D14	TBC1D14
KIAA1324	KIAA1324
SorCS2	SORCS2
KCNT1	KCNT1
SEMA4G	SEMA4G
PCDHB16	PCDHB16
ZFYVE28	ZFYVE28
PLEKHB1	PLEKHB1
INIP	INIP
LY6G5B	LY6G5B
DNASE2B	DNASE2B
LGR6	LGR6
C2orf43	C2orf43
NAA35	NAA35
EEFSEC	EEFSEC
SLC17A9	SLC17A9
ZNF335	ZNF335
CXorf56	CXorf56
Neurogenin-2	NEUROG2
CENPK	CENPK
MAGEF1	MAGEF1
PDF_(gene)	PDF
CDH22	CDH22
WBSCR17	WBSCR17
ZDHHC6	ZDHHC6
GAREM	GAREM
ARV1	ARV1
FBXL17	FBXL17
SPATS2	SPATS2
COA7	COA7
PLEKHA3	PLEKHA3
TMEM108	TMEM108
DUSP26	DUSP26
ZNF655	ZNF655
SPATA5L1	SPATA5L1
ZFYVE21	ZFYVE21
TRAPPC6A	TRAPPC6A
C17orf62	C17orf62
LRRC2	LRRC2
C2orf47	C2orf47
FAM184A	FAM184A
ROGDI	ROGDI
MAP7D3	MAP7D3
ICE2	ICE2
SAP30L	SAP30L
GALNT12	GALNT12
KCTD17	KCTD17
CCDC7	CCDC7
LMAN1L	LMAN1L
ISOC2	ISOC2
KATNBL1	KATNBL1
CLMN	CLMN
GSDMD	GSDMD
VASH2	VASH2
GSTCD	GSTCD
TUBAL3	TUBAL3
MRM1_(gene)	MRM1
ADCK4	ADCK4
DENND2D	DENND2D
SLC8B1	SLC8B1
MZT2B	MZT2B
KIAA0226L	KIAA0226L
CCDC92	CCDC92
TRIM45	TRIM45
KLHL15	KLHL15
CXXC4	CXXC4
AKNA	AKNA
ESX1	ESX1
SLC25A32	SLC25A32
FAM49A	FAM49A
ANKRD13C	ANKRD13C
KAZALD1	KAZALD1
DEFB126	DEFB126
TRIM7	TRIM7
PMFBP1	PMFBP1
LRRC48	LRRC48
CHST9	CHST9
UCK1	UCK1
TEX101	TEX101
TRPT1	TRPT1
NRIP2	NRIP2
SLC25A18	SLC25A18
FRMD8	FRMD8
ARMC10	ARMC10
GPR61	GPR61
FCAMR	FCAMR
TEX35	TEX35
FAM160A2	FAM160A2
Sodium/bile_acid_cotransporter_7	SLC10A7
ARMC2	ARMC2
LRRC8C	LRRC8C
EIF1AD	EIF1AD
CHCHD6	CHCHD6
ELOF1	ELOF1
GPR123	GPR123
PARD6G	PARD6G
SPZ1	SPZ1
HINT2	HINT2
NAA11	NAA11
RPUSD4	RPUSD4
TMTC4	TMTC4
C9orf3	C9orf3
ALG10	ALG10
ZFYVE19	ZFYVE19
TOX2	TOX2
MFSD5	MFSD5
DISP1	DISP1
PPP1R16A	PPP1R16A
TSPYL5_(gene)	TSPYL5
KCNH7	KCNH7
RCCD1	RCCD1
PKDCC	PKDCC
ZNF830	ZNF830
LIN52	LIN52
MYLK3	MYLK3
TTC5	TTC5
CXorf40A	CXorf40A
SP140L	SP140L
Opalin	OPALIN
ZNF670	ZNF670
TPTE2	TPTE2
ABCC12	ABCC12
FNIP1	FNIP1
IFT43	IFT43
STX1B	STX1B
WDR89	WDR89
PTH2	PTH2
C12orf57	C12orf57
SLC2A13	SLC2A13
LRRC37B	LRRC37B
Peptidoglycan_recognition_protein_3	PGLYRP3
STK11IP	STK11IP
PTPMT1	PTPMT1
VASN	VASN
PCMTD1	PCMTD1
DIS3L	DIS3L
LRRC3B	LRRC3B
DEFB118	DEFB118
SFR1	SFR1
GYLTL1B	GYLTL1B
TC2N	TC2N
CDYL2	CDYL2
FBXO27	FBXO27
ANKLE1	ANKLE1
MITD1	MITD1
Galactose_mutarotase	GALM
M7GpppN-mRNA_hydrolase	NUDT16
G_protein-coupled_receptor_kinase_7	GRK7
SYNPR	SYNPR
LIN54	LIN54
CMBL	CMBL
UBXN2B	UBXN2B
ASB8	ASB8
BPIFA2	BPIFA2
RIMS4	RIMS4
ADAMTS14	ADAMTS14
STK35	STK35
TRUB1	TRUB1
Layilin	LAYN
C11orf84	C11orf84
A2ML1	A2ML1
RNA_binding_protein,_fox-1_homolog_(c._elegans)_3	RBFOX3
PIK3R6	PIK3R6
APCDD1	APCDD1
ABCC13	ABCC13
GPR155	GPR155
CCDC12	CCDC12
PAQR3	PAQR3
CNKSR3	CNKSR3
LOC157273	LOC157273
MOSPD2	MOSPD2
RHOXF1	RHOXF1
USP54	USP54
ALDH1L2	ALDH1L2
REM2	REM2
ZFP1	ZFP1
10-Mar	10-Mar
DCLK2	DCLK2
DDX53	DDX53
SSBP4	SSBP4
Diadenosine_hexaphosphate_hydrolase_(AMP-forming)	NUDT10
CADM4	CADM4
KCTD6	KCTD6
HTR3D	HTR3D
TRIM65	TRIM65
RWDD4	RWDD4
ZNF804B	ZNF804B
HYLS1	HYLS1
CBWD5	CBWD5
ZBTB9	ZBTB9
MTURN	MTURN
RFX6	RFX6
SCUBE3	SCUBE3
DEFB119	DEFB119
PRR14L	PRR14L
GPATCH11	GPATCH11
NAALADL2_(gene)	NAALADL2
NPNT	NPNT
BCL6B	BCL6B
SNX33	SNX33
HSPA12A	HSPA12A
TAS2R31	TAS2R31
BCL9L	BCL9L
KCNRG	KCNRG
CCDC57	CCDC57
UNC80	UNC80
RNF180	RNF180
CEP57L1	CEP57L1
XKR6	XKR6
YIPF6	YIPF6
P2RY8	P2RY8
SERPINA9	SERPINA9
METTL2A	METTL2A
TMPRSS11A	TMPRSS11A
ZDHHC21	ZDHHC21
KIF24	KIF24
NCR3LG1	NCR3LG1
LINC-PINT	LINC-PINT
ZFP91-CNTF	ZFP91-CNTF
BLOC1S3	BLOC1S3
FAM69A	FAM69A
MIR99AHG	MIR99AHG
VGLL3	VGLL3
UBE2NL	UBE2NL
SHC4	SHC4
DUOXA2	DUOXA2
MIRLET7F1	MIRLET7F1
MIR1-2	MIR1-2
MIR127	MIR127
MIR128-2	MIR128-2
MIR129-1	MIR129-1
MIR194-1	MIR194-1
MIR217	MIR217
MINOS1	MINOS1
MIR367	MIR367
SSX4B	SSX4B
MIR486-1	MIR486-1
MZT2A	MZT2A
MROH1	MROH1
DDTL	DDTL
CMC4	CMC4
DCDC5	DCDC5
CCAT2	CCAT2
ACRV1	ACRV1
ARSD_(gene)	ARSD
NKX3-2	NKX3-2
C21orf2	C21orf2
MPPED1	MPPED1
ENTPD3	ENTPD3
COX6A2	COX6A2
DMXL1	DMXL1
DRP2	DRP2
Multiple_Epidermal_Growth_Factor-like_Domains_8	MEGF8
EMR1	EMR1
EVI2B	EVI2B
EXTL1	EXTL1
GAS8	GAS8
GBX2	GBX2
ZBTB48	ZBTB48
DNAJC4	DNAJC4
KCNJ14	KCNJ14
KRT83	KRT83
ADAM11	ADAM11
MFAP3	MFAP3
MYBPH	MYBPH
NDUFB1	NDUFB1
NDUFB2	NDUFB2
Timbuktu_Airport	GATB
PPEF1	PPEF1
RASA2	RASA2
RNASE6	RNASE6
SCN7A	SCN7A
SH3BGR	SH3BGR
SLC8A2	SLC8A2
SPINK2	SPINK2
SPRR2B	SPRR2B
SPRR2E	SPRR2E
TBX6	TBX6
TBX15	TBX15
TM4SF4	TM4SF4
WNT8B	WNT8B
ZNF7	ZNF7
ZNF23	ZNF23
ZNF45	ZNF45
ZNF136	ZNF136
ZNF142	ZNF142
RNF113A	RNF113A
ZNF189	ZNF189
MALL	MALL
MYH13	MYH13
SCEL_(gene)	SCEL
ZMYM5	ZMYM5
MSC_(gene)	MSC
ZBTB22	ZBTB22
ZNHIT3	ZNHIT3
ZNF264	ZNF264
PIGB	PIGB
PGS1	PGS1
MRPL33	MRPL33
IER2	IER2
RAB36	RAB36
HS2ST1	HS2ST1
SLC25A44	SLC25A44
KIAA0100	KIAA0100
KIAA0408	KIAA0408
PCDHA9	PCDHA9
KIAA0232	KIAA0232
RIMS3	RIMS3
ARHGAP11A	ARHGAP11A
FAM20B	FAM20B
REC8	REC8
ATP9A	ATP9A
TSPAN5	TSPAN5
TSPAN2	TSPAN2
ARL4A	ARL4A
NBR2	NBR2
SPRY3	SPRY3
PRSS16	PRSS16
Neuromedin_U_receptor_1	NMUR1
Butyrophilin,_subfamily_2,_member_A2	BTN2A2
TESK2	TESK2
N4BP2L2	N4BP2L2
LRRN2	LRRN2
CLEC10A	CLEC10A
CAP2	CAP2
TRAPPC2B	TRAPPC2B
CGRRF1	CGRRF1
STAG3_(gene)	STAG3
CAPN9	CAPN9
ZNF460	ZNF460
RPP40	RPP40
FAM114A2	FAM114A2
ADIRF	ADIRF
TMED1	TMED1
C9orf9	C9orf9
PKIG	PKIG
Amine_N-methyltransferase	INMT
CELF3	CELF3
PRAF2	PRAF2
NXPH3	NXPH3
PXMP4	PXMP4
PRR4	PRR4
POU6F2	POU6F2
CLCA4	CLCA4
ADNP2	ADNP2
DENND3	DENND3
ZNF292	ZNF292
ENDOD1	ENDOD1
VWA8	VWA8
DDN_(gene)	DDN
GRAMD4	GRAMD4
EFR3A	EFR3A
Kelch-like_protein_18	KLHL18
ICE1	ICE1
PPWD1	PPWD1
FRAT2	FRAT2
FBXO46	FBXO46
TPSD1	TPSD1
AP4E1	AP4E1
GPR161	GPR161
GCAT	GCAT
NPTXR	NPTXR
RIMBP2	RIMBP2
KCTD2	KCTD2
R3HDM1	R3HDM1
ANP32C	ANP32C
WBP1	WBP1
TMEM2	TMEM2
NPAP1	NPAP1
FLRT3	FLRT3
Naa80	NAT6
PGLS	PGLS
USP49	USP49
C3orf17	C3orf17
ZNF473	ZNF473
C1orf43	C1orf43
C20orf194	C20orf194
SEC31B	SEC31B
TMEM87A	TMEM87A
PARS2	PARS2
EGFL6	EGFL6
C2CD3	C2CD3
ARHGEF26	ARHGEF26
RIBC2	RIBC2
SH3YL1	SH3YL1
SEC22A	SEC22A
FGF22	FGF22
B9D1	B9D1
SMC1B	SMC1B
CPAMD8	CPAMD8
DHDH	DHDH
CECR5	CECR5
NKIRAS2	NKIRAS2
COA3	COA3
IFT81	IFT81
COMMD5	COMMD5
FAM156A	FAM156A
LGALSL	LGALSL
Tropomodulin_2	TMOD2
LINC00312	LINC00312
TRHDE	TRHDE
CYHR1	CYHR1
IRX4	IRX4
TAS2R9	TAS2R9
TAS2R7	TAS2R7
C6orf48	C6orf48
KLHL5	KLHL5
CEP83	CEP83
CHCHD2	CHCHD2
ZNF580	ZNF580
MRPL51	MRPL51
IER5	IER5
PCDH12	PCDH12
ARMCX1	ARMCX1
SLC22A17	SLC22A17
PLAC8	PLAC8
BIN2	BIN2
PRRX2	PRRX2
Christmas_Island_National_Park	CINP
LGSN	LGSN
RBMX2	RBMX2
MRPS33	MRPS33
MPC1	MPC1
FKBP7	FKBP7
TPPP3	TPPP3
ZNF44	ZNF44
SIX4	SIX4
IL17D	IL17D
P2RY13	P2RY13
RAB4B	RAB4B
RBM11	RBM11
SMIM11	SMIM11
PCDH18	PCDH18
RNF186	RNF186
SDK2	SDK2
FBXL19	FBXL19
GTPBP2	GTPBP2
SLC35F2	SLC35F2
LY6K	LY6K
ALKBH4	ALKBH4
DCHS2	DCHS2
KLHL24	KLHL24
GDAP2	GDAP2
FAM46C	FAM46C
PGPEP1	PGPEP1
TMEM214	TMEM214
UHRF1BP1	UHRF1BP1
IMPAD1	IMPAD1
Rhomboid-related_protein_2	RHBDL2
SOHLH2	SOHLH2
TRNAU1AP	TRNAU1AP
TMEM132A	TMEM132A
Mitochondrial_glycine_transporter	SLC25A38
RMND1	RMND1
CCDC109B	CCDC109B
FBXO34	FBXO34
WIPI1	WIPI1
DET1	DET1
RALGPS2	RALGPS2
ZDHHC4	ZDHHC4
SHQ1	SHQ1
DCUN1D2	DCUN1D2
PCMTD2	PCMTD2
DHTKD1	DHTKD1
ELMOD1	ELMOD1
RNPC3	RNPC3
ZNF407	ZNF407
TBC1D22B	TBC1D22B
SLC48A1	SLC48A1
CDC37L1	CDC37L1
RUFY2	RUFY2
FAM178A	FAM178A
TBC1D23	TBC1D23
Bridging_integrator_3	BIN3
NXT2	NXT2
KLHL4	KLHL4
PCDHGA11	PCDHGA11
PCDHB14	PCDHB14
PCDHB11	PCDHB11
PCDHB4	PCDHB4
PCDHA12	PCDHA12
PCDHA11	PCDHA11
PCDHA3	PCDHA3
TDRD1	TDRD1
GSDMC	GSDMC
SUCNR1	SUCNR1
CDC42SE1	CDC42SE1
AGPAT4	AGPAT4
FEM1C	FEM1C
NIT2	NIT2
ATXN7L3	ATXN7L3
TULP4	TULP4
PCNP	PCNP
TMEM159	TMEM159
LYRM1	LYRM1
RALGAPA2	RALGAPA2
VN1R1	VN1R1
ATP8B2	ATP8B2
ERMN	ERMN
Gram_domain_containing_1b	GRAMD1B
CASKIN2	CASKIN2
ARHGAP20	ARHGAP20
ZNF471	ZNF471
LRCH2	LRCH2
ARHGAP23	ARHGAP23
DHX37	DHX37
UVSSA	UVSSA
EPB41L5	EPB41L5
MAGEE1	MAGEE1
EPG5	EPG5
Belwood_(Heurisko_Pond)_Water_Aerodrome	CHP2
ANO3	ANO3
C19orf33	C19orf33
LHPP	LHPP
GAL3ST2	GAL3ST2
GMCL1	GMCL1
RMND5B	RMND5B
NABP1	NABP1
ARMCX5	ARMCX5
RANBP17	RANBP17
AACS_(gene)	AACS
C19orf43	C19orf43
KXD1	KXD1
ZNF426	ZNF426
CHCHD7	CHCHD7
FBXL15	FBXL15
C6orf211	C6orf211
SRD5A3	SRD5A3
ARHGAP10	ARHGAP10
VEPH1	VEPH1
ZYG11B	ZYG11B
ZNF768	ZNF768
ZNF750	ZNF750
ARMC5	ARMC5
PDZD3	PDZD3
MAP9	MAP9
RPP21	RPP21
Pyridine_nucleotide-disulphide_oxidoreductase_domain_1	PYROXD1
SETD6	SETD6
PDZD7	PDZD7
ERMP1	ERMP1
IFT74	IFT74
ELL3	ELL3
EFHC2	EFHC2
LPAL2	LPAL2
TSGA10	TSGA10
SLC35G2	SLC35G2
UPK3B	UPK3B
SPX_(gene)	SPX
ZNF34	ZNF34
ZNF436	ZNF436
BHLHB9	BHLHB9
GPR63	GPR63
RSPH6A	RSPH6A
NETO2	NETO2
ST6GALNAC5	ST6GALNAC5
HYI_(gene)	HYI
ZNF93	ZNF93
CD99L2	CD99L2
RHNO1	RHNO1
LONP2	LONP2
TMTC1	TMTC1
SLC25A2	SLC25A2
SPATA16	SPATA16
C10orf11	C10orf11
MND1	MND1
TOMM40L	TOMM40L
SLITRK6	SLITRK6
POMK	POMK
TXNDC2	TXNDC2
TMEM117	TMEM117
FLYWCH1	FLYWCH1
GINS4	GINS4
ZNF397	ZNF397
APOPT1	APOPT1
MSANTD4	MSANTD4
PGBD1	PGBD1
St6_beta-galactoside_alpha-2,6-sialyltransferase_2	ST6GAL2
SLITRK2	SLITRK2
PYROXD2	PYROXD2
ADTRP	ADTRP
ZNF496	ZNF496
TMEM25	TMEM25
CBR4	CBR4
TBRG1	TBRG1
CEP89	CEP89
UDP-xylose_and_UDP-N-acetylglucosamine_transporter	SLC35B4
NUDCD1	NUDCD1
FRMD5	FRMD5
UMODL1	UMODL1
SERPINB12	SERPINB12
SIGLEC10	SIGLEC10
Mitochondrial_2-oxodicarboxylate_carrier	SLC25A21
Tetraspanin_18	TSPAN18
ZNF160	ZNF160
TMEM55B	TMEM55B
SPSB3	SPSB3
KIFC2	KIFC2
AP5B1	AP5B1
BOD1	BOD1
ANKRD40	ANKRD40
ARRDC4	ARRDC4
TPGS1	TPGS1
UBTD2	UBTD2
LDHAL6B	LDHAL6B
FANK1	FANK1
MGME1	MGME1
ARRDC1	ARRDC1
DPH7	DPH7
COQ10A	COQ10A
Olfactomedin_2	OLFM2
MAPK1IP1L	MAPK1IP1L
TADA2B	TADA2B
TTYH2	TTYH2
GNG8	GNG8
C1orf85	C1orf85
CYP2U1	CYP2U1
CARD16	CARD16
PKD1L2	PKD1L2
LMTK3	LMTK3
MBD6	MBD6
ZBED9	ZBED9
SMYD4	SMYD4
CCDC124	CCDC124
EVI5L	EVI5L
TRMT61A	TRMT61A
NUS1	NUS1
FAM122A	FAM122A
MRPL53	MRPL53
MIA2	MIA2
DACH2	DACH2
GALNT15	GALNT15
TMC2	TMC2
Olfactomedin_3	OLFM3
CHCHD1	CHCHD1
FRA10AC1	FRA10AC1
C11orf74	C11orf74
COLCA2	COLCA2
JAML	AMICA1
DNAAF1	DNAAF1
CMTM3	CMTM3
WFIKKN2	WFIKKN2
B4GALNT2	B4GALNT2
SPACA3	SPACA3
SLC43A2	SLC43A2
TRAPPC5	TRAPPC5
JOSD2	JOSD2
NDUFA11	NDUFA11
MISP	MISP
WTIP	WTIP
CYP4F22	CYP4F22
B3GALT6	B3GALT6
SLC44A3	SLC44A3
DRAM2	DRAM2
DUSP15	DUSP15
TPRA1	TPRA1
SPATA4	SPATA4
PRRC1	PRRC1
NADK2	NADK2
POC5	POC5
PM20D2	PM20D2
SGCZ	SGCZ
PXDNL	PXDNL
AGPAT6	AGPAT6
ZBTB46	ZBTB46
NOL4L	NOL4L
MROH8	MROH8
SUN_domain-containing_protein_5	SUN5
RAB40A	RAB40A
BCDIN3D	BCDIN3D
DIRAS1	DIRAS1
GLIS1	GLIS1
PDIK1L	PDIK1L
COMMD7	COMMD7
HSCB	HSCB
CCDC117	CCDC117
SMYD1	SMYD1
ZNF385B	ZNF385B
RMDN2	RMDN2
GDF7	GDF7
CPNE9	CPNE9
IGSF11	IGSF11
SRFBP1	SRFBP1
ZMAT2	ZMAT2
ABCA13	ABCA13
FAM91A1	FAM91A1
ZNF483	ZNF483
GRASP_(gene)	GRASP
SYNE3	SYNE3
CLEC14A	CLEC14A
GBP6	GBP6
GPR125	GPR125
DACT2	DACT2
THAP5	THAP5
TCEANC	TCEANC
GIMAP1	GIMAP1
PSORS1C2	PSORS1C2
The_Real_Housewives_of_Vancouver	RHOV
EEF2KMT	EEF2KMT
CC2D1B	CC2D1B
PLD5	PLD5
IBA57	IBA57
FBXO45	FBXO45
KLHDC8B	KLHDC8B
TIGIT	TIGIT
FAM219A	FAM219A
CDY2B	CDY2B
AQPEP	AQPEP
C10orf107	C10orf107
TYSND1	TYSND1
LRTOMT	LRTOMT
FGD2	FGD2
TWISTNB	TWISTNB
Sp8_transcription_factor	SP8
MMD2	MMD2
FBXL13	FBXL13
ATXN7L1	ATXN7L1
SEMA3D	SEMA3D
DEFB106A	DEFB106A
Bromodomain_and_WD_repeat-containing_protein_3	BRWD3
CNIH2	CNIH2
LPCAT4	LPCAT4
MCOLN2	MCOLN2
UTS2B	UTS2B
FAM133B	FAM133B
SVIP	SVIP
TAS2R39	TAS2R39
HS6ST3	HS6ST3
GPR110	GPR110
C11orf31	C11orf31
DPY19L2	DPY19L2
CLEC9A	CLEC9A
ZADH2	ZADH2
KIAA0825	KIAA0825
Repulsive_guidance_molecule_B	RGMB
TPRN	TPRN
TUSC1	TUSC1
KRT73	KRT73
S100A7A	S100A7A
VWA2	VWA2
COL6A4P1	COL6A4P1
QRFP	QRFP
LRRTM3	LRRTM3
SERINC2	SERINC2
ARPIN	ARPIN
GJC3	GJC3
RTN4RL2	RTN4RL2
FAM111B	FAM111B
Receptor_tyrosine_phosphatase	PTPRQ
WASH3P	WASH3P
WASH2P	WASH2P
NUDT19	NUDT19
CCSER1	CCSER1
TOMM5	TOMM5
MIRLET7D	MIRLET7D
MIR101-2	MIR101-2
MIR124-2	MIR124-2
MIR181B2	MIR181B2
MIR199A2	MIR199A2
MIR301A	MIR301A
ODF3B	ODF3B
POTEKP	POTEKP
C5orf56	C5orf56
OR2J3	OR2J3
GIMAP6	GIMAP6
SLX1A	SLX1A
Ghrelin_O-acyltransferase	MBOAT4
FAM83G	FAM83G
MIR421	MIR421
SSX2B	SSX2B
RGPD8	RGPD8
FAM155A	FAM155A
NBPF10	NBPF10
JMJD7	JMJD7
RNU4ATAC	RNU4ATAC
MTRNR2L1	MTRNR2L1
C8orf44-SGK3	C8orf44-SGK3
ALX3	ALX3
ANXA2P2	ANXA2P2
ARHGAP6	ARHGAP6
Natural_Environment_Research_Council	ARSF
DAGLA	DAGLA
TMEM50B	TMEM50B
Carbonic_anhydrase_7	CA7
SIGLEC6	SIGLEC6
CTRL_(gene)	CTRL
DUSP8	DUSP8
EGR4	EGR4
GDF10	GDF10
Neuropeptides_B/W_receptor_2	NPBWR2
GPR22	GPR22
GPR26	GPR26
GYPE	GYPE
Histidine_ammonia-lyase	HAL
HBQ1	HBQ1
HLA-DPB2	HLA-DPB2
KCNS1	KCNS1
PRICKLE3	PRICKLE3
MEA1	MEA1
MT1M	MT1M
OMP_(gene)	OMP
PGM5	PGM5
SERPINB10	SERPINB10
PPP1R1A	PPP1R1A
PRB3	PRB3
PRKY	PRKY
PRRG1	PRRG1
PTPRH	PTPRH
RAB3IL1	RAB3IL1
SLC5A4	SLC5A4
SLC13A1	SLC13A1
SPRR2G	SPRR2G
STAC_(gene)	STAC
STYX_(gene)	STYX
XCL2	XCL2
TRPC2	TRPC2
ZFPL1	ZFPL1
ZNF33A	ZNF33A
ZNF35	ZNF35
ZNF41	ZNF41
ZBTB25	ZBTB25
ZNF84	ZNF84
ZNF135	ZNF135
ZNF184	ZNF184
ZNF205	ZNF205
ZXDA	ZXDA
HDHD1	HDHD1
ACOX2	ACOX2
SOX14	SOX14
MMP23B	MMP23B
BARX2	BARX2
STX10	STX10
PAGE1	PAGE1
DPM2	DPM2
CDKL2	CDKL2
Thymosin_beta-4,_Y-chromosomal	TMSB4Y
DGKI	DGKI
HS6ST1	HS6ST1
PIGL	PIGL
PAGE4	PAGE4
Sperm-associated_antigen_7	SPAG7
C14orf2	C14orf2
Mitochondrial_translational_release_factor_1	MTRF1
KIAA0513	KIAA0513
UDP-arabinopyranose_mutase	RGP1
ZNF518A	ZNF518A
TRANK1	TRANK1
CNIH1	CNIH1
LHFPL2	LHFPL2
LRRC23	LRRC23
SLC30A9	SLC30A9
LEPREL2	LEPREL2
FAM189B	FAM189B
PPP1R17	PPP1R17
SLC26A1	SLC26A1
SOX30	SOX30
SNRNP35	SNRNP35
RABL2A	RABL2A
NUDT4	NUDT4
SOX21	SOX21
RNF24	RNF24
